cod_produto,produto,valor_venda,custo_produto,lucro,nota_fiscal,email_cliente,data_criacao_pedido,data_venda,estado,tamanho,canal_venda,forma_pagamento
P1204,Tênis Masculino,188.2,153.66,34.54,NF921635,lnxbfh@email.com,2025-04-13,2025-04-17,RJ,36,Loja,Boleto
P1205,Calça Masculina,314.16,225.73,88.43,NF655967,zvdxki@email.com,2025-12-04,2025-12-09,RJ,M,Online,Boleto
P1206,Tênis Feminino,426.16,243.2,182.96,NF811473,jllrmb@email.com,2026-04-12,2026-04-13,BA,37,Online,Pix
P1207,Calça Masculina,332.23,205.37,126.86,NF476791,vbckoi@email.com,2025-12-15,2025-12-20,CE,M,Online,Cartão
P1208,Tênis Feminino,332.22,227.48,104.74,NF548028,jdmzfe@email.com,2026-02-12,2026-02-14,MG,37,Online,Boleto
P1209,Tênis Masculino,285.5,158.55,126.95,NF751252,yztome@email.com,2026-02-12,2026-02-16,PE,G,Online,Dinheiro
P1210,Tênis Feminino,524.63,277.03,247.6,NF446244,mxgilm@email.com,2025-12-13,2025-12-16,PE,P,Loja,Boleto
P1211,Tênis Feminino,436.71,258.91,177.8,NF419485,hzedtj@email.com,2025-09-11,2025-09-16,RS,41,Online,Dinheiro
P1212,Calça Masculina,575.92,299.41,276.51,NF970889,ccqsbb@email.com,2026-03-12,2026-03-15,SP,42,Loja,Boleto
P1213,Calça Feminina,394.25,231.06,163.19,NF588383,bqzskv@email.com,2025-03-11,2025-03-13,SP,36,Loja,Dinheiro
P1214,Camiseta Masculina,305.41,216.67,88.74,NF321300,hcfozu@email.com,2025-07-17,2025-07-21,RS,P,Online,Cartão
P1215,Camiseta Feminina,144.66,92.65,52.01,NF650445,oardra@email.com,2025-08-12,2025-08-12,PR,38,Online,Pix
P1216,Camiseta Feminina,475.22,265.37,209.85,NF985153,bthqng@email.com,2025-09-02,2025-09-04,MG,39,Loja,Boleto
P1217,Camiseta Feminina,318.43,175.58,142.85,NF795761,nydiat@email.com,2025-02-02,2025-02-07,SC,37,Loja,Dinheiro
P1218,Camiseta Feminina,118.57,84.53,34.04,NF174001,kzdzfp@email.com,2026-03-17,2026-03-18,MG,39,Online,Pix
P1219,Tênis Masculino,192.12,139.49,52.63,NF247347,qfmwvw@email.com,2026-01-14,2026-01-15,PB,36,Online,Boleto
P1220,Tênis Feminino,225.73,159.87,65.86,NF847481,lqhwdm@email.com,2025-05-26,2025-05-27,CE,G,Loja,Dinheiro
P1221,Tênis Masculino,84.81,63.39,21.42,NF746412,rwqskf@email.com,2025-02-03,2025-02-08,CE,M,Loja,Dinheiro
P1222,Calça Masculina,478.22,248.76,229.46,NF550139,upqjir@email.com,2025-09-08,2025-09-08,BA,37,Loja,Cartão
P1223,Tênis Masculino,270.93,223.6,47.33,NF498694,msegot@email.com,2025-04-22,2025-04-23,CE,M,Loja,Pix
P1224,Tênis Masculino,332.55,275.14,57.41,NF130201,ledbqp@email.com,2026-03-16,2026-03-17,RS,36,Online,Boleto
P1225,Camiseta Masculina,152.61,118.31,34.3,NF127362,zriyid@email.com,2026-03-22,2026-03-27,RS,39,Loja,Pix
P1226,Camiseta Feminina,140.07,84.11,55.96,NF208165,vnjdtj@email.com,2026-04-12,2026-04-17,RS,G,Loja,Dinheiro
P1227,Camiseta Feminina,440.68,243.9,196.78,NF830964,uvbdoy@email.com,2026-02-21,2026-02-22,SP,37,Loja,Boleto
P1228,Tênis Masculino,162.96,104.04,58.92,NF100240,iuswjn@email.com,2025-10-15,2025-10-16,PE,42,Online,Pix
P1229,Camiseta Feminina,470.49,241.96,228.53,NF576652,wjdsgk@email.com,2025-03-24,2025-03-27,RS,39,Loja,Dinheiro
P1230,Calça Masculina,234.11,128.11,106.0,NF404883,qauelb@email.com,2025-01-15,2025-01-15,BA,M,Online,Boleto
P1231,Camiseta Feminina,276.56,180.66,95.9,NF335013,iettrb@email.com,2026-04-27,2026-05-01,BA,39,Online,Cartão
P1232,Camiseta Masculina,371.29,253.86,117.43,NF346123,djfaki@email.com,2025-10-14,2025-10-19,PB,G,Online,Cartão
P1233,Tênis Feminino,340.53,174.63,165.9,NF914570,zgnugb@email.com,2025-09-11,2025-09-13,RJ,39,Loja,Pix
P1234,Tênis Feminino,171.84,135.89,35.95,NF420366,kziyac@email.com,2025-06-10,2025-06-11,PB,41,Loja,Boleto
P1235,Tênis Feminino,165.6,96.47,69.13,NF775393,utwcup@email.com,2026-03-16,2026-03-16,SP,P,Online,Dinheiro
P1236,Calça Masculina,370.21,257.24,112.97,NF298477,sunntj@email.com,2025-12-19,2025-12-23,RS,39,Online,Dinheiro
P1237,Calça Feminina,331.58,189.82,141.76,NF600302,shftia@email.com,2025-06-18,2025-06-19,PB,38,Loja,Dinheiro
P1238,Calça Feminina,350.48,217.12,133.36,NF791599,sxeqra@email.com,2026-02-07,2026-02-08,SC,39,Loja,Cartão
P1239,Calça Feminina,210.51,134.1,76.41,NF553213,dqelke@email.com,2025-07-03,2025-07-04,CE,36,Online,Boleto
P1240,Calça Masculina,518.22,268.17,250.05,NF626436,wiulwo@email.com,2025-07-12,2025-07-13,RS,39,Loja,Boleto
P1241,Tênis Feminino,127.46,85.37,42.09,NF302780,jfbyus@email.com,2025-09-05,2025-09-09,PR,G,Online,Dinheiro
P1242,Tênis Feminino,326.72,194.66,132.06,NF766222,nhnsvw@email.com,2025-12-08,2025-12-11,BA,36,Online,Dinheiro
P1243,Camiseta Feminina,307.19,154.61,152.58,NF547284,icpgtc@email.com,2025-10-28,2025-10-30,BA,39,Online,Boleto
P1244,Tênis Masculino,423.25,218.19,205.06,NF748622,hirnto@email.com,2025-06-26,2025-06-28,RS,41,Loja,Dinheiro
P1245,Tênis Masculino,97.73,68.2,29.53,NF165947,qisadk@email.com,2025-04-06,2025-04-08,RS,38,Loja,Cartão
P1246,Calça Feminina,201.69,104.86,96.83,NF808529,tdyoth@email.com,2026-02-27,2026-03-01,SP,36,Online,Pix
P1247,Calça Feminina,208.04,128.99,79.05,NF821800,hayayg@email.com,2025-12-13,2025-12-18,RS,37,Loja,Boleto
P1248,Camiseta Feminina,273.01,137.72,135.29,NF205679,kboiga@email.com,2025-10-04,2025-10-09,PR,37,Online,Pix
P1249,Tênis Feminino,400.99,206.38,194.61,NF765361,oztefa@email.com,2025-07-16,2025-07-18,SP,P,Loja,Boleto
P1250,Tênis Masculino,123.69,76.4,47.29,NF531909,pzecck@email.com,2025-08-29,2025-08-31,BA,G,Loja,Dinheiro
P1251,Tênis Masculino,397.31,202.03,195.28,NF223794,quncci@email.com,2026-01-05,2026-01-08,BA,39,Loja,Pix
P1252,Calça Feminina,254.47,189.84,64.63,NF196963,kniqdl@email.com,2025-06-13,2025-06-16,RS,39,Online,Cartão
P1253,Tênis Feminino,304.2,225.47,78.73,NF241817,yeziee@email.com,2026-04-25,2026-04-29,BA,G,Online,Dinheiro
P1254,Tênis Feminino,145.55,105.43,40.12,NF762251,xhwgjt@email.com,2026-02-19,2026-02-19,PR,36,Loja,Boleto
P1255,Calça Masculina,101.06,54.73,46.33,NF699473,saquva@email.com,2025-09-08,2025-09-12,PR,41,Loja,Boleto
P1256,Calça Feminina,328.52,270.49,58.03,NF590193,czzypp@email.com,2025-05-31,2025-05-31,MG,38,Online,Pix
P1257,Calça Masculina,304.27,201.47,102.8,NF778157,dihjaa@email.com,2025-03-27,2025-03-28,CE,P,Loja,Boleto
P1258,Calça Feminina,536.46,285.85,250.61,NF792857,dhnzfl@email.com,2026-03-31,2026-04-02,CE,G,Loja,Pix
P1259,Calça Feminina,413.38,291.78,121.6,NF748187,cpjiax@email.com,2025-03-09,2025-03-13,SC,37,Online,Dinheiro
P1260,Camiseta Feminina,218.46,117.46,101.0,NF472230,hkijdj@email.com,2025-11-28,2025-12-02,CE,P,Online,Dinheiro
P1261,Camiseta Masculina,434.13,222.94,211.19,NF250932,tygxhm@email.com,2025-02-13,2025-02-14,PR,M,Online,Pix
P1262,Calça Masculina,329.02,234.77,94.25,NF747082,ssrjcu@email.com,2025-10-23,2025-10-24,RS,36,Online,Boleto
P1263,Tênis Masculino,388.59,288.59,100.0,NF151760,ouymhl@email.com,2026-03-04,2026-03-07,RS,37,Online,Cartão
P1264,Camiseta Feminina,410.36,235.87,174.49,NF700412,xnhyop@email.com,2025-10-13,2025-10-14,PB,40,Online,Boleto
P1265,Calça Masculina,547.07,290.21,256.86,NF348061,pnnjom@email.com,2025-03-17,2025-03-22,PE,40,Loja,Cartão
P1266,Tênis Masculino,218.05,109.09,108.96,NF764930,xvndny@email.com,2025-08-05,2025-08-08,SC,38,Online,Boleto
P1267,Calça Masculina,243.57,143.74,99.83,NF876452,tcigem@email.com,2026-01-26,2026-01-31,RJ,39,Loja,Pix
P1268,Calça Masculina,95.84,56.3,39.54,NF996746,nhzlff@email.com,2025-06-21,2025-06-24,SC,39,Loja,Dinheiro
P1269,Camiseta Feminina,448.01,246.28,201.73,NF950940,blttei@email.com,2026-03-27,2026-03-29,SC,39,Loja,Boleto
P1270,Calça Masculina,105.26,53.34,51.92,NF801898,dauyva@email.com,2025-02-23,2025-02-28,SP,37,Loja,Dinheiro
P1271,Tênis Masculino,440.66,284.45,156.21,NF616922,coekfj@email.com,2025-04-15,2025-04-18,SP,38,Online,Cartão
P1272,Calça Masculina,307.57,222.58,84.99,NF765784,zqwqnm@email.com,2025-12-04,2025-12-06,CE,39,Loja,Boleto
P1273,Calça Masculina,71.4,57.23,14.17,NF386068,njpqgr@email.com,2026-03-25,2026-03-28,CE,39,Loja,Boleto
P1274,Tênis Masculino,436.86,234.8,202.06,NF316613,xiigak@email.com,2025-04-27,2025-05-02,PB,37,Online,Pix
P1275,Camiseta Feminina,99.47,55.87,43.6,NF609099,hbqhad@email.com,2026-04-26,2026-04-30,MG,36,Loja,Dinheiro
P1276,Camiseta Masculina,287.22,190.47,96.75,NF386771,qkwlyt@email.com,2025-07-26,2025-07-28,PR,36,Loja,Cartão
P1277,Calça Feminina,325.49,234.79,90.7,NF489147,qwoetl@email.com,2026-04-20,2026-04-24,PB,42,Loja,Pix
P1278,Tênis Masculino,216.28,134.28,82.0,NF173082,iqglox@email.com,2026-01-31,2026-02-05,PR,42,Loja,Boleto
P1279,Camiseta Feminina,199.71,113.24,86.47,NF630876,noyrop@email.com,2025-07-18,2025-07-22,SP,38,Loja,Dinheiro
P1280,Calça Feminina,164.0,83.34,80.66,NF247365,mfhtax@email.com,2025-02-18,2025-02-22,CE,M,Loja,Cartão
P1281,Camiseta Feminina,203.95,157.39,46.56,NF406800,wfwpae@email.com,2025-05-27,2025-05-31,SP,38,Online,Cartão
P1282,Calça Feminina,160.43,92.05,68.38,NF654241,eshrgb@email.com,2025-04-10,2025-04-12,SP,39,Loja,Cartão
P1283,Tênis Feminino,167.43,95.73,71.7,NF886338,uuycre@email.com,2026-01-06,2026-01-10,CE,40,Online,Cartão
P1284,Tênis Masculino,372.3,210.49,161.81,NF608928,mjvwrn@email.com,2025-12-01,2025-12-04,BA,40,Online,Pix
P1285,Calça Feminina,111.39,76.01,35.38,NF543357,bfrurb@email.com,2026-04-04,2026-04-07,PB,39,Online,Cartão
P1286,Tênis Feminino,95.58,67.59,27.99,NF174151,ttipzq@email.com,2025-03-23,2025-03-28,RJ,37,Loja,Dinheiro
P1287,Calça Feminina,338.1,255.88,82.22,NF479099,ywwzrj@email.com,2026-01-14,2026-01-19,RJ,41,Loja,Dinheiro
P1288,Calça Feminina,213.47,109.34,104.13,NF764505,kuvajz@email.com,2025-07-05,2025-07-09,CE,37,Loja,Cartão
P1289,Tênis Masculino,161.63,109.43,52.2,NF675474,qekywe@email.com,2025-03-26,2025-03-26,MG,37,Online,Pix
P1290,Tênis Masculino,227.48,187.37,40.11,NF951101,pyvygx@email.com,2025-02-09,2025-02-13,CE,37,Online,Dinheiro
P1291,Tênis Feminino,285.51,165.4,120.11,NF430353,jmihwz@email.com,2025-01-26,2025-01-28,PR,M,Online,Boleto
P1292,Tênis Masculino,280.59,216.92,63.67,NF732313,jeyave@email.com,2025-12-25,2025-12-26,CE,37,Online,Boleto
P1293,Calça Feminina,266.66,142.04,124.62,NF444107,niccgn@email.com,2025-04-10,2025-04-12,SP,42,Loja,Pix
P1294,Camiseta Masculina,154.78,128.71,26.07,NF739977,dteqev@email.com,2026-04-13,2026-04-18,RS,36,Online,Dinheiro
P1295,Tênis Masculino,453.58,283.92,169.66,NF639235,rkgbwx@email.com,2025-06-16,2025-06-17,PE,41,Online,Dinheiro
P1296,Camiseta Feminina,254.35,173.72,80.63,NF894039,djtllh@email.com,2025-11-11,2025-11-13,RS,41,Online,Cartão
P1297,Calça Masculina,313.0,195.82,117.18,NF204005,htczhd@email.com,2025-09-21,2025-09-22,MG,40,Online,Cartão
P1298,Calça Feminina,173.18,116.18,57.0,NF827290,vhlvob@email.com,2025-07-02,2025-07-03,PE,39,Loja,Dinheiro
P1299,Tênis Feminino,210.73,108.04,102.69,NF360220,eylvdo@email.com,2025-06-14,2025-06-16,RJ,39,Online,Dinheiro
P1300,Camiseta Feminina,274.32,165.26,109.06,NF624168,lrbslt@email.com,2025-04-08,2025-04-12,RJ,37,Online,Pix
P1301,Tênis Masculino,252.71,147.58,105.13,NF795050,zwxqpg@email.com,2025-09-12,2025-09-13,PR,42,Loja,Pix
P1302,Calça Feminina,345.69,183.64,162.05,NF771162,rscqwy@email.com,2025-08-05,2025-08-05,RS,41,Loja,Pix
P1303,Tênis Feminino,290.26,172.98,117.28,NF821074,fajhtj@email.com,2025-09-21,2025-09-22,MG,P,Loja,Boleto
P1304,Tênis Feminino,159.01,104.74,54.27,NF448838,gpruyo@email.com,2025-03-24,2025-03-28,RJ,41,Loja,Cartão
P1305,Camiseta Masculina,544.52,290.63,253.89,NF121359,sqoxly@email.com,2025-03-15,2025-03-15,PR,M,Online,Boleto
P1306,Tênis Masculino,297.45,196.42,101.03,NF766486,zjqfjx@email.com,2025-09-03,2025-09-06,PE,M,Online,Boleto
P1307,Calça Feminina,467.27,268.83,198.44,NF406370,cvxtuj@email.com,2025-06-23,2025-06-28,CE,36,Loja,Pix
P1308,Tênis Masculino,315.24,210.93,104.31,NF823245,ksknmu@email.com,2026-04-03,2026-04-05,CE,36,Online,Dinheiro
P1309,Calça Feminina,176.41,94.43,81.98,NF446649,ssaxur@email.com,2025-08-15,2025-08-18,MG,41,Loja,Cartão
P1310,Camiseta Feminina,212.25,164.92,47.33,NF445261,gyfram@email.com,2026-01-01,2026-01-01,SP,41,Loja,Dinheiro
P1311,Tênis Masculino,270.73,175.55,95.18,NF373033,mpzdjt@email.com,2026-04-30,2026-05-01,SP,39,Loja,Boleto
P1312,Camiseta Feminina,129.8,103.0,26.8,NF845605,fwwwnr@email.com,2026-01-23,2026-01-26,SP,42,Online,Pix
P1313,Camiseta Masculina,530.69,287.87,242.82,NF308368,wnfvev@email.com,2025-01-11,2025-01-12,BA,37,Loja,Dinheiro
P1314,Camiseta Feminina,378.81,191.69,187.12,NF457168,sqkpxn@email.com,2025-09-23,2025-09-25,SC,40,Loja,Dinheiro
P1315,Calça Feminina,182.25,96.19,86.06,NF556770,oqdxcn@email.com,2025-03-23,2025-03-24,RJ,36,Loja,Boleto
P1316,Calça Feminina,238.45,133.95,104.5,NF650471,tekgcj@email.com,2025-01-19,2025-01-21,PR,41,Online,Cartão
P1317,Calça Feminina,451.84,259.41,192.43,NF903032,heyzin@email.com,2025-10-12,2025-10-14,PB,42,Loja,Pix
P1318,Camiseta Feminina,424.57,280.34,144.23,NF465685,mnhlou@email.com,2025-06-23,2025-06-27,SP,39,Online,Boleto
P1319,Tênis Masculino,440.65,260.43,180.22,NF552193,tcvcjv@email.com,2026-01-11,2026-01-13,RS,38,Online,Dinheiro
P1320,Tênis Masculino,252.4,128.32,124.08,NF658869,folgbf@email.com,2025-09-03,2025-09-04,MG,38,Online,Dinheiro
P1321,Calça Feminina,128.05,100.67,27.38,NF178036,reiaqq@email.com,2026-01-21,2026-01-23,RJ,39,Online,Dinheiro
P1322,Camiseta Feminina,334.3,211.48,122.82,NF641214,mhnkxu@email.com,2026-04-06,2026-04-09,MG,41,Loja,Cartão
P1323,Calça Feminina,446.38,230.55,215.83,NF521658,oefasm@email.com,2025-03-23,2025-03-23,PB,42,Loja,Dinheiro
P1324,Calça Masculina,335.97,196.02,139.95,NF433173,zmprrn@email.com,2025-09-10,2025-09-12,PE,36,Online,Cartão
P1325,Calça Masculina,493.76,282.96,210.8,NF294023,yprvra@email.com,2025-07-03,2025-07-08,SC,M,Loja,Dinheiro
P1326,Calça Feminina,153.63,109.24,44.39,NF123583,dtquwr@email.com,2026-03-26,2026-03-30,BA,41,Loja,Boleto
P1327,Tênis Feminino,374.05,190.49,183.56,NF468508,edqcml@email.com,2026-04-26,2026-04-27,PE,41,Loja,Cartão
P1328,Tênis Masculino,327.97,191.34,136.63,NF467318,iyedje@email.com,2025-06-03,2025-06-06,PE,P,Online,Boleto
P1329,Tênis Masculino,372.57,282.67,89.9,NF593955,etgvki@email.com,2025-11-24,2025-11-25,RS,37,Loja,Cartão
P1330,Camiseta Masculina,278.99,222.9,56.09,NF317095,ykamnf@email.com,2025-04-14,2025-04-18,CE,41,Loja,Dinheiro
P1331,Camiseta Feminina,440.74,279.4,161.34,NF855711,qtxnmw@email.com,2025-12-15,2025-12-18,CE,41,Online,Pix
P1332,Camiseta Masculina,357.12,207.64,149.48,NF740055,wjotne@email.com,2026-04-16,2026-04-18,PB,37,Online,Pix
P1333,Tênis Feminino,330.29,186.5,143.79,NF622511,xzvctb@email.com,2025-10-27,2025-10-29,PB,G,Online,Pix
P1334,Tênis Feminino,115.92,61.68,54.24,NF965636,nhbpeh@email.com,2026-02-13,2026-02-15,SC,P,Online,Boleto
P1335,Tênis Masculino,194.64,153.67,40.97,NF861038,gbnlrl@email.com,2025-09-02,2025-09-04,SC,39,Loja,Pix
P1336,Calça Feminina,321.44,267.33,54.11,NF665719,dwjurt@email.com,2026-03-07,2026-03-08,PB,37,Loja,Boleto
P1337,Calça Feminina,300.19,210.16,90.03,NF461304,lllnyj@email.com,2025-09-07,2025-09-08,MG,42,Loja,Cartão
P1338,Tênis Feminino,263.69,203.85,59.84,NF103778,etrdgg@email.com,2025-08-09,2025-08-09,PB,38,Loja,Boleto
P1339,Camiseta Feminina,476.98,285.91,191.07,NF680063,qwapia@email.com,2025-07-19,2025-07-22,PR,M,Loja,Cartão
P1340,Tênis Feminino,265.52,151.08,114.44,NF277468,yeptew@email.com,2026-03-22,2026-03-27,SP,42,Loja,Dinheiro
P1341,Camiseta Feminina,316.09,190.91,125.18,NF592011,uwblir@email.com,2025-07-07,2025-07-09,SP,G,Online,Pix
P1342,Camiseta Masculina,311.77,170.76,141.01,NF843495,onznqc@email.com,2026-04-29,2026-05-04,SP,42,Online,Dinheiro
P1343,Camiseta Masculina,214.59,130.09,84.5,NF114311,qbtanr@email.com,2026-03-09,2026-03-11,BA,38,Online,Pix
P1344,Camiseta Masculina,115.86,58.56,57.3,NF149429,gjocoz@email.com,2025-02-08,2025-02-13,SC,40,Online,Pix
P1345,Calça Masculina,173.19,112.84,60.35,NF255731,ppklul@email.com,2025-05-24,2025-05-29,RJ,41,Loja,Pix
P1346,Tênis Masculino,295.47,178.22,117.25,NF351948,udhaba@email.com,2025-10-27,2025-10-31,PB,M,Loja,Boleto
P1347,Tênis Masculino,454.56,249.33,205.23,NF544563,aexkhv@email.com,2025-12-20,2025-12-25,SC,40,Loja,Cartão
P1348,Calça Feminina,293.26,202.71,90.55,NF156336,yvcndg@email.com,2026-02-17,2026-02-22,PB,M,Online,Boleto
P1349,Tênis Masculino,96.8,65.03,31.77,NF173889,wpphuu@email.com,2025-09-10,2025-09-12,SC,41,Loja,Dinheiro
P1350,Tênis Masculino,186.74,106.33,80.41,NF367585,zrlnik@email.com,2026-02-01,2026-02-01,PR,P,Online,Cartão
P1351,Calça Feminina,157.32,84.92,72.4,NF181440,wevven@email.com,2025-10-19,2025-10-23,RS,37,Online,Dinheiro
P1352,Calça Masculina,99.26,63.37,35.89,NF997692,dcxezi@email.com,2025-12-14,2025-12-17,BA,42,Loja,Pix
P1353,Camiseta Masculina,397.1,214.88,182.22,NF336283,uimjuo@email.com,2025-12-11,2025-12-14,SC,M,Loja,Cartão
P1354,Calça Feminina,521.56,294.51,227.05,NF337494,zrxyvj@email.com,2025-10-01,2025-10-03,CE,P,Online,Boleto
P1355,Camiseta Masculina,344.75,227.7,117.05,NF428190,tjitfk@email.com,2025-02-03,2025-02-06,PR,41,Online,Dinheiro
P1356,Camiseta Feminina,236.64,132.3,104.34,NF897991,nhpdbg@email.com,2025-11-17,2025-11-17,RS,P,Online,Dinheiro
P1357,Calça Masculina,191.43,154.29,37.14,NF324588,ykpekc@email.com,2025-04-12,2025-04-17,PE,41,Online,Pix
P1358,Tênis Feminino,258.71,129.85,128.86,NF253268,zxbaun@email.com,2025-06-11,2025-06-12,SC,P,Online,Dinheiro
P1359,Tênis Masculino,255.44,163.65,91.79,NF164893,iwooeq@email.com,2025-09-06,2025-09-10,CE,41,Online,Cartão
P1360,Camiseta Masculina,132.4,100.68,31.72,NF939963,qozsvk@email.com,2025-01-04,2025-01-09,PE,M,Online,Cartão
P1361,Calça Masculina,139.27,77.19,62.08,NF486675,czslga@email.com,2025-01-15,2025-01-15,SP,40,Loja,Dinheiro
P1362,Calça Feminina,246.63,170.3,76.33,NF213615,hjfzus@email.com,2026-01-20,2026-01-25,BA,G,Loja,Dinheiro
P1363,Tênis Feminino,346.7,259.24,87.46,NF872426,lnwvqd@email.com,2025-10-24,2025-10-27,SC,42,Loja,Cartão
P1364,Camiseta Masculina,149.08,106.27,42.81,NF547846,vjgxkn@email.com,2025-05-06,2025-05-07,PB,39,Loja,Boleto
P1365,Camiseta Feminina,332.91,195.84,137.07,NF571812,ehulne@email.com,2025-03-20,2025-03-25,SP,P,Loja,Pix
P1366,Calça Feminina,156.73,89.53,67.2,NF129720,xrjiko@email.com,2025-06-15,2025-06-18,RJ,39,Online,Cartão
P1367,Calça Masculina,303.41,191.84,111.57,NF754078,cjrcyc@email.com,2026-04-04,2026-04-08,MG,39,Online,Boleto
P1368,Camiseta Masculina,74.09,56.35,17.74,NF879518,lhzlyk@email.com,2025-10-06,2025-10-07,BA,36,Loja,Boleto
P1369,Camiseta Masculina,101.35,77.33,24.02,NF982295,emegoh@email.com,2026-02-26,2026-03-02,PB,P,Online,Cartão
P1370,Calça Masculina,287.55,187.09,100.46,NF639633,dcrwvz@email.com,2025-01-05,2025-01-05,MG,39,Online,Cartão
P1371,Tênis Feminino,407.45,275.68,131.77,NF874718,bikuni@email.com,2025-04-27,2025-04-29,BA,37,Loja,Dinheiro
P1372,Camiseta Feminina,86.36,52.06,34.3,NF415234,axllvb@email.com,2025-10-28,2025-11-02,BA,39,Online,Dinheiro
P1373,Tênis Masculino,147.84,113.48,34.36,NF370263,yppmeg@email.com,2025-09-03,2025-09-05,SP,41,Online,Cartão
P1374,Tênis Masculino,204.56,126.58,77.98,NF129788,mngvhu@email.com,2026-04-06,2026-04-10,PE,37,Online,Cartão
P1375,Tênis Masculino,223.81,166.19,57.62,NF573777,tyetju@email.com,2025-10-11,2025-10-12,CE,M,Loja,Boleto
P1376,Camiseta Feminina,446.24,253.3,192.94,NF459576,hcooxd@email.com,2025-01-09,2025-01-11,MG,40,Loja,Dinheiro
P1377,Camiseta Feminina,322.41,263.49,58.92,NF556795,kogoqp@email.com,2025-10-25,2025-10-30,CE,M,Loja,Boleto
P1378,Tênis Feminino,416.52,230.41,186.11,NF747734,svszkc@email.com,2026-03-30,2026-04-03,MG,P,Online,Cartão
P1379,Calça Feminina,94.73,67.37,27.36,NF413260,kpmwnp@email.com,2025-07-29,2025-08-01,PB,41,Online,Boleto
P1380,Camiseta Masculina,400.31,232.36,167.95,NF969048,jexbco@email.com,2026-04-29,2026-05-01,SP,M,Loja,Pix
P1381,Camiseta Masculina,349.45,260.67,88.78,NF788556,ogxfnp@email.com,2025-07-12,2025-07-12,PE,42,Online,Cartão
P1382,Calça Feminina,202.65,123.57,79.08,NF306686,xqnisi@email.com,2025-11-14,2025-11-19,BA,P,Online,Pix
P1383,Camiseta Masculina,276.45,191.23,85.22,NF925983,crpjji@email.com,2026-04-01,2026-04-06,SP,42,Loja,Dinheiro
P1384,Camiseta Feminina,254.29,151.68,102.61,NF157399,qobzep@email.com,2025-01-12,2025-01-14,RJ,38,Online,Pix
P1385,Camiseta Feminina,91.39,64.71,26.68,NF731641,eyecuy@email.com,2026-03-06,2026-03-09,PB,M,Loja,Pix
P1386,Calça Feminina,309.42,182.04,127.38,NF800852,ybukqs@email.com,2025-07-31,2025-08-05,PR,M,Online,Cartão
P1387,Camiseta Feminina,202.64,158.13,44.51,NF365653,jrjnrt@email.com,2026-02-19,2026-02-22,CE,G,Online,Pix
P1388,Calça Feminina,121.16,95.47,25.69,NF665439,cztyvv@email.com,2026-04-01,2026-04-02,SP,39,Loja,Boleto
P1389,Camiseta Feminina,290.86,168.86,122.0,NF590486,adrwfh@email.com,2025-01-23,2025-01-24,CE,P,Loja,Pix
P1390,Tênis Masculino,93.18,69.02,24.16,NF807930,ixevhi@email.com,2025-04-08,2025-04-11,PB,G,Online,Dinheiro
P1391,Calça Masculina,445.52,291.83,153.69,NF532888,waswlm@email.com,2025-11-29,2025-11-30,BA,36,Loja,Pix
P1392,Calça Feminina,297.47,157.2,140.27,NF225677,rmdiox@email.com,2025-12-24,2025-12-28,CE,41,Loja,Dinheiro
P1393,Calça Masculina,156.32,111.17,45.15,NF991566,bimjyu@email.com,2026-02-25,2026-02-26,PB,P,Online,Dinheiro
P1394,Tênis Masculino,338.4,177.45,160.95,NF470789,ptmnts@email.com,2025-05-21,2025-05-23,SP,42,Online,Cartão
P1395,Calça Feminina,501.24,259.88,241.36,NF676421,ipuuef@email.com,2026-01-01,2026-01-01,BA,41,Online,Boleto
P1396,Calça Masculina,177.58,91.31,86.27,NF878567,wtbuev@email.com,2025-11-01,2025-11-04,CE,P,Loja,Pix
P1397,Tênis Feminino,394.16,244.06,150.1,NF456259,tcyzgl@email.com,2026-01-11,2026-01-15,PR,G,Loja,Pix
P1398,Calça Feminina,101.61,82.69,18.92,NF860413,eovidt@email.com,2026-03-21,2026-03-26,CE,P,Online,Cartão
P1399,Tênis Masculino,504.68,281.11,223.57,NF670718,upgczr@email.com,2025-09-17,2025-09-19,PB,38,Online,Boleto
P1400,Tênis Feminino,363.1,188.4,174.7,NF697515,vnnpak@email.com,2025-12-20,2025-12-22,PB,42,Loja,Cartão
P1401,Tênis Masculino,485.66,259.46,226.2,NF250821,ysmbwe@email.com,2025-12-31,2026-01-03,PR,39,Online,Pix
P1402,Calça Feminina,237.85,119.93,117.92,NF114875,zakypp@email.com,2025-01-08,2025-01-08,PE,M,Online,Pix
P1403,Camiseta Feminina,332.38,221.74,110.64,NF349070,ydpdar@email.com,2025-04-20,2025-04-22,SP,M,Online,Pix
P1404,Tênis Masculino,431.36,228.86,202.5,NF241696,zsxbrn@email.com,2025-09-03,2025-09-03,BA,G,Loja,Pix
